No.,Unit weight (KN/m3),Cohesion (Kpa),Internal friction angle (°),Slope angle (°),Slope height (m),Pore water ratio,Slope State,Source
774,28.4,29.4098,35.01,34.98,100,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
775,19.028,11.7039,27.99,34.98,21,0.11,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
776,18.45,0,18.58,17.82,7.55,0.43,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
777,26.18,159,44.93,31.5,172.98,0.1,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
778,19.32,0,19.44,20.2,68.48,0.45,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
779,30,27.38,34.57,43.46,319.21,0.27,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
780,28.51,42.34,32.2,43.25,453.6,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
781,11.82,0,33.7,31.26,3.91,0.42,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
782,17.8,21.2,13.92,18.43,51,0.4,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
783,13.9728,12.004,26.01,29.998,88,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
784,27,10,39,40,470,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
785,25.4,33,33,20,35,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
786,26,150.05,45,50,200,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
787,19.9652,40.06335,40.005,40.015,10,0.2,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
788,20.3912,33.46115,10.98,16.006,45.8,0.2,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
789,27,37.5,35,38,320,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
790,28.44,39.23,38,35,100,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
791,26.5,42.9,38,34,36,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
792,18.8292,24.75825,21.285,29.203,37,0.5,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
793,21.9816,19.95665,22.005,19.981,180,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
794,18.8008,15.3051,30.015,25.016,10.6,0.38,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
795,26,150,45,30,230,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
796,22.3792,10.05335,35.01,44.997,10,0.4,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
797,20.5616,16.2054,26.505,29.998,40,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
798,31,68,37,46,366,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
799,21.3568,10.05335,30.33,29.998,20,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
800,19.0848,10.05335,19.98,29.998,50,0.4,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
801,33.16,68.54,41.11,51.98,188.15,0.44,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
802,18.84,14.36,25,20.3,50,0.45,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
803,18.46,25.05835,0,29.998,6,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
804,18.12,10.57,30.84,32.45,21.77,0.11,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
805,27,27.3,29.1,37,184,0.22,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
806,18.8008,14.4048,25.02,19.981,30.6,0.45,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
807,21.82,8.62,32,28,12.8,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
808,20.41,33.52,11,16,45.72,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
809,18.84,15.32,30,25,10.67,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
810,18.84,0,20,20,7.62,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
811,21.43,0,20,20,61,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
812,19.06,11.71,28,35,21,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
813,21.51,6.94,30,31,76.81,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
814,18,24,30.15,45,20,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
815,23,0,20,20,100,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
816,22.4,10,35,45,10,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
817,22,0,40,33,8,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
818,24,0,40,33,8,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
819,20,0,24.5,20,8,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
820,18,5,30,20,8,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
821,12,0,30,45,4.1,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
822,20.41,24.91,13,22,10.67,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
823,19.63,11.97,20,22,12.19,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
824,12,0,30,35,8,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
825,27.3,31.5,29.7,41,135,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
826,27.3,16.8,28,50,90.5,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
827,27.3,26,31,50,92,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
828,27.3,10,39,41,511,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
829,27.3,10,39,40,470,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
830,25,46,35,47,443,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
831,25,46,35,44,435,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
